"Country","GBDCHILDCAUSES","Year","Deaths_0_to_27_Days","Deaths_1_to_59_Months","Deaths_0_to_4_Years"
"Barbados","Measles","2009","0","0","0"
"Barbados","Measles","2008","0","0","0"
"Barbados","Measles","2007","0","0","0"
"Barbados","Measles","2006","0","0","0"
"Barbados","Measles","2005","0","0","0"
"Barbados","Measles","2004","0","0","0"
"Barbados","Measles","2003","0","0","0"
"Barbados","Measles","2002","0","0","0"
"Barbados","Measles","2001","0","0","0"
"Barbados","Measles","2000","0","0","0"
"Barbados","Meningitis/encephalitis","2013","0","0","0"
"Barbados","Meningitis/encephalitis","2012","0","0","0"
"Barbados","Meningitis/encephalitis","2011","0","0","0"
"Barbados","Meningitis/encephalitis","2010","0","0","0"
"Barbados","Meningitis/encephalitis","2009","0","0","0"
"Barbados","Meningitis/encephalitis","2008","0","0","0"
"Barbados","Meningitis/encephalitis","2007","0","0","0"
"Barbados","Meningitis/encephalitis","2006","0","0","0"
"Barbados","Meningitis/encephalitis","2005","0","0","0"
"Barbados","Meningitis/encephalitis","2004","0","0","0"
"Barbados","Meningitis/encephalitis","2003","0","0","0"
"Barbados","Meningitis/encephalitis","2002","0","1","1"
"Barbados","Meningitis/encephalitis","2001","0","1","1"
"Barbados","Meningitis/encephalitis","2000","0","2","2"
"Barbados","Malaria","2013","0","0","0"
"Barbados","Malaria","2012","0","0","0"
"Barbados","Malaria","2011","0","0","0"
"Barbados","Malaria","2010","0","0","0"
"Barbados","Malaria","2009","0","0","0"
"Barbados","Malaria","2008","0","0","0"
"Barbados","Malaria","2007","0","0","0"
"Barbados","Malaria","2006","0","0","0"
"Barbados","Malaria","2005","0","0","0"
"Barbados","Malaria","2004","0","0","0"
"Barbados","Malaria","2003","0","0","0"
"Barbados","Malaria","2002","0","0","0"
"Barbados","Malaria","2001","0","0","0"
"Barbados","Malaria","2000","0","0","0"
"Barbados","Acute lower respiratory infections","2013","0","6","6"
"Barbados","Acute lower respiratory infections","2012","0","6","6"
"Barbados","Acute lower respiratory infections","2011","0","5","5"
"Barbados","Acute lower respiratory infections","2010","0","5","5"
"Barbados","Acute lower respiratory infections","2009","0","4","4"
"Barbados","Acute lower respiratory infections","2008","0","4","4"
"Barbados","Acute lower respiratory infections","2007","0","4","4"
"Barbados","Acute lower respiratory infections","2006","1","4","5"
"Barbados","Acute lower respiratory infections","2005","1","3","3"
"Barbados","Acute lower respiratory infections","2004","1","2","3"
"Barbados","Acute lower respiratory infections","2003","0","1","1"
"Barbados","Acute lower respiratory infections","2002","0","2","2"
"Barbados","Acute lower respiratory infections","2001","0","1","1"
"Barbados","Acute lower respiratory infections","2000","0","0","0"
"Barbados","Prematurity","2013","7","1","7"
"Barbados","Prematurity","2012","7","1","8"
"Barbados","Prematurity","2011","7","1","8"
"Barbados","Prematurity","2010","7","1","8"
"Barbados","Prematurity","2009","7","2","9"
"Barbados","Prematurity","2008","7","2","9"
"Barbados","Prematurity","2007","10","1","11"
"Barbados","Prematurity","2006","11","1","12"
"Barbados","Prematurity","2005","11","1","12"
"Barbados","Prematurity","2004","12","2","14"
"Barbados","Prematurity","2003","12","2","14"
"Barbados","Prematurity","2002","17","2","19"
"Barbados","Prematurity","2001","17","3","20"
"Barbados","Prematurity","2000","19","3","22"
"Barbados","Birth asphyxia and birth trauma","2013","8","0","8"
"Barbados","Birth asphyxia and birth trauma","2012","8","0","8"
"Barbados","Birth asphyxia and birth trauma","2011","8","0","8"
"Barbados","Birth asphyxia and birth trauma","2010","8","0","8"
"Barbados","Birth asphyxia and birth trauma","2009","8","0","8"
"Barbados","Birth asphyxia and birth trauma","2008","9","0","9"
"Barbados","Birth asphyxia and birth trauma","2007","8","0","8"
"Barbados","Birth asphyxia and birth trauma","2006","7","0","7"
"Barbados","Birth asphyxia and birth trauma","2005","9","1","10"
"Barbados","Birth asphyxia and birth trauma","2004","8","3","11"
"Barbados","Birth asphyxia and birth trauma","2003","9","3","12"
"Barbados","Birth asphyxia and birth trauma","2002","6","3","9"
"Barbados","Birth asphyxia and birth trauma","2001","8","2","10"
"Barbados","Birth asphyxia and birth trauma","2000","8","3","11"
"Barbados","Sepsis and other infectious conditions of the newborn","2013","1","0","1"
"Barbados","Sepsis and other infectious conditions of the newborn","2012","1","0","1"
"Barbados","Sepsis and other infectious conditions of the newborn","2011","1","0","1"
"Barbados","Sepsis and other infectious conditions of the newborn","2010","1","0","1"
"Barbados","Sepsis and other infectious conditions of the newborn","2009","1","0","1"
"Barbados","Sepsis and other infectious conditions of the newborn","2008","4","0","4"
"Barbados","Sepsis and other infectious conditions of the newborn","2007","6","0","6"
"Barbados","Sepsis and other infectious conditions of the newborn","2006","5","0","5"
"Barbados","Sepsis and other infectious conditions of the newborn","2005","4","0","4"
"Barbados","Sepsis and other infectious conditions of the newborn","2004","4","0","4"
"Barbados","Sepsis and other infectious conditions of the newborn","2003","4","0","4"
"Barbados","Sepsis and other infectious conditions of the newborn","2002","2","0","2"
"Barbados","Sepsis and other infectious conditions of the newborn","2001","1","0","1"
"Barbados","Sepsis and other infectious conditions of the newborn","2000","0","0","0"
"Barbados","Other communicable, perinatal and nutritional conditions","2013","3","0","4"
"Barbados","Other communicable, perinatal and nutritional conditions","2012","3","0","4"
"Barbados","Other communicable, perinatal and nutritional conditions","2011","3","0","4"
"Barbados","Other communicable, perinatal and nutritional conditions","2010","3","0","4"
"Barbados","Other communicable, perinatal and nutritional conditions","2009","4","0","4"
"Barbados","Other communicable, perinatal and nutritional conditions","2008","4","1","4"
"Barbados","Other communicable, perinatal and nutritional conditions","2007","3","1","4"
"Barbados","Other communicable, perinatal and nutritional conditions","2006","2","1","3"
"Barbados","Other communicable, perinatal and nutritional conditions","2005","1","4","5"
"Barbados","Other communicable, perinatal and nutritional conditions","2004","1","5","6"
"Barbados","Other communicable, perinatal and nutritional conditions","2003","2","6","8"
"Barbados","Other communicable, perinatal and nutritional conditions","2002","3","3","6"
"Barbados","Other communicable, perinatal and nutritional conditions","2001","3","3","6"
"Barbados","Other communicable, perinatal and nutritional conditions","2000","2","4","6"
"Barbados","Congenital anomalies","2013","9","4","13"
"Barbados","Congenital anomalies","2012","9","4","13"
"Barbados","Congenital anomalies","2011","9","4","13"
"Barbados","Congenital anomalies","2010","9","4","13"
"Barbados","Congenital anomalies","2009","10","5","14"
"Barbados","Congenital anomalies","2008","7","4","11"
"Barbados","Congenital anomalies","2007","5","4","9"
"Barbados","Congenital anomalies","2006","5","3","8"
"Barbados","Congenital anomalies","2005","6","3","10"
"Barbados","Congenital anomalies","2004","6","3","9"
"Barbados","Congenital anomalies","2003","5","4","9"
"Barbados","Congenital anomalies","2002","4","4","8"
"Barbados","Congenital anomalies","2001","4","5","9"
"Barbados","Congenital anomalies","2000","2","3","5"
"Barbados","Other noncommunicable diseases","2013","1","12","13"
"Barbados","Other noncommunicable diseases","2012","1","12","13"
"Barbados","Other noncommunicable diseases","2011","1","13","14"
"Barbados","Other noncommunicable diseases","2010","1","13","14"
"Barbados","Other noncommunicable diseases","2009","1","12","13"
"Barbados","Other noncommunicable diseases","2008","1","13","14"
"Barbados","Other noncommunicable diseases","2007","1","14","14"
"Barbados","Other noncommunicable diseases","2006","0","14","14"
"Barbados","Other noncommunicable diseases","2005","0","10","10"
"Barbados","Other noncommunicable diseases","2004","0","5","5"
"Barbados","Other noncommunicable diseases","2003","0","2","2"
"Barbados","Other noncommunicable diseases","2002","0","5","5"
"Barbados","Other noncommunicable diseases","2001","0","5","5"
"Barbados","Other noncommunicable diseases","2000","0","7","7"
"Barbados","Injuries","2013","0","1","1"
"Barbados","Injuries","2012","0","1","1"
"Barbados","Injuries","2011","0","1","1"
"Barbados","Injuries","2010","0","1","1"
"Barbados","Injuries","2009","0","1","1"
"Barbados","Injuries","2008","0","2","2"
"Barbados","Injuries","2007","0","2","2"
"Barbados","Injuries","2006","0","3","3"
"Barbados","Injuries","2005","0","4","4"
"Barbados","Injuries","2004","0","6","6"
"Barbados","Injuries","2003","0","6","6"
"Barbados","Injuries","2002","0","5","5"
"Barbados","Injuries","2001","0","3","3"
"Barbados","Injuries","2000","0","3","3"
"Belize","HIV/AIDS","2013","0","1","1"
"Belize","HIV/AIDS","2012","0","1","1"
"Belize","HIV/AIDS","2011","0","1","1"
"Belize","HIV/AIDS","2010","0","1","1"
"Belize","HIV/AIDS","2009","0","2","2"
"Belize","HIV/AIDS","2008","0","0","0"
"Belize","HIV/AIDS","2007","0","5","5"
"Belize","HIV/AIDS","2006","0","4","4"
"Belize","HIV/AIDS","2005","0","6","7"
"Belize","HIV/AIDS","2004","0","6","7"
"Belize","HIV/AIDS","2003","0","11","11"
"Belize","HIV/AIDS","2002","1","0","1"
"Belize","HIV/AIDS","2001","1","2","3"
"Belize","HIV/AIDS","2000","0","3","3"
"Belize","Diarrhoeal diseases","2013","0","4","4"
"Belize","Diarrhoeal diseases","2012","0","4","4"
"Belize","Diarrhoeal diseases","2011","0","5","5"
"Belize","Diarrhoeal diseases","2010","0","6","6"
"Belize","Diarrhoeal diseases","2009","0","5","5"
"Belize","Diarrhoeal diseases","2008","0","9","9"
"Belize","Diarrhoeal diseases","2007","0","11","11"
"Belize","Diarrhoeal diseases","2006","0","11","11"
"Belize","Diarrhoeal diseases","2005","0","13","13"
"Belize","Diarrhoeal diseases","2004","0","10","10"
"Belize","Diarrhoeal diseases","2003","0","12","12"
"Belize","Diarrhoeal diseases","2002","0","3","3"
"Belize","Diarrhoeal diseases","2001","0","9","9"
"Belize","Diarrhoeal diseases","2000","0","9","9"
"Belize","Pertussis","2013","0","0","0"
"Belize","Pertussis","2012","0","0","0"
"Belize","Pertussis","2011","0","0","0"
"Belize","Pertussis","2010","0","0","0"
"Belize","Pertussis","2009","0","0","0"
"Belize","Pertussis","2008","0","0","0"
"Belize","Pertussis","2007","0","0","0"
"Belize","Pertussis","2006","0","0","0"
"Belize","Pertussis","2005","0","0","0"
"Belize","Pertussis","2004","0","0","0"
"Belize","Pertussis","2003","0","0","0"
"Belize","Pertussis","2002","0","0","0"
"Belize","Pertussis","2001","0","0","0"
"Belize","Pertussis","2000","0","0","0"
"Belize","Tetanus","2013","0","0","0"
"Belize","Tetanus","2012","0","0","0"
"Belize","Tetanus","2011","0","0","0"
"Belize","Tetanus","2010","0","0","0"
"Belize","Tetanus","2009","0","0","0"
"Belize","Tetanus","2008","0","0","0"
"Belize","Tetanus","2007","0","0","0"
"Belize","Tetanus","2006","0","0","0"
"Belize","Tetanus","2005","0","0","0"
"Belize","Tetanus","2004","0","0","0"
"Belize","Tetanus","2003","0","0","0"
"Belize","Tetanus","2002","0","0","0"
"Belize","Tetanus","2001","0","0","0"
"Belize","Tetanus","2000","0","0","0"
"Belize","Measles","2013","0","0","0"
"Belize","Measles","2012","0","0","0"
"Belize","Measles","2011","0","0","0"
"Belize","Measles","2010","0","0","0"
"Belize","Measles","2009","0","0","0"
"Belize","Measles","2008","0","0","0"
"Belize","Measles","2007","0","0","0"
"Belize","Measles","2006","0","0","0"
"Belize","Measles","2005","0","0","0"
"Belize","Measles","2004","0","0","0"
"Belize","Measles","2003","0","0","0"
"Belize","Measles","2002","0","0","0"
"Belize","Measles","2001","0","0","0"
"Belize","Measles","2000","0","0","0"
"Belize","Meningitis/encephalitis","2013","0","1","1"
"Belize","Meningitis/encephalitis","2012","0","1","1"
"Belize","Meningitis/encephalitis","2011","0","1","1"
"Belize","Meningitis/encephalitis","2010","0","1","1"
"Belize","Meningitis/encephalitis","2009","0","0","0"
"Belize","Meningitis/encephalitis","2008","0","0","0"
"Belize","Meningitis/encephalitis","2007","0","3","3"
"Belize","Meningitis/encephalitis","2006","0","1","1"
"Belize","Meningitis/encephalitis","2005","1","0","1"
"Belize","Meningitis/encephalitis","2004","0","5","5"
"Belize","Meningitis/encephalitis","2003","0","2","2"
"Belize","Meningitis/encephalitis","2002","0","9","9"
"Belize","Meningitis/encephalitis","2001","0","7","7"
"Belize","Meningitis/encephalitis","2000","1","6","7"
"Belize","Malaria","2013","0","0","0"
"Belize","Malaria","2012","0","0","0"
"Belize","Malaria","2011","0","0","0"
"Belize","Malaria","2010","0","0","0"
"Belize","Malaria","2009","0","0","0"
"Belize","Malaria","2008","0","0","0"
"Belize","Malaria","2007","0","0","0"
"Belize","Malaria","2006","0","0","0"
"Belize","Malaria","2005","0","0","0"
"Belize","Malaria","2004","0","0","0"
"Belize","Malaria","2003","0","0","0"
"Belize","Malaria","2002","0","0","0"
"Belize","Malaria","2001","0","0","0"
"Belize","Malaria","2000","0","0","0"
"Belize","Acute lower respiratory infections","2013","5","2","7"
"Belize","Acute lower respiratory infections","2012","6","2","7"
"Belize","Acute lower respiratory infections","2011","6","2","8"
"Belize","Acute lower respiratory infections","2010","6","4","9"
"Belize","Acute lower respiratory infections","2009","6","7","13"
"Belize","Acute lower respiratory infections","2008","6","6","12"
"Belize","Acute lower respiratory infections","2007","6","4","10"
"Belize","Acute lower respiratory infections","2006","4","22","27"
"Belize","Acute lower respiratory infections","2005","3","12","14"
"Belize","Acute lower respiratory infections","2004","2","22","24"
"Belize","Acute lower respiratory infections","2003","4","22","26"
"Belize","Acute lower respiratory infections","2002","1","27","28"
"Belize","Acute lower respiratory infections","2001","1","17","19"
"Belize","Acute lower respiratory infections","2000","1","24","25"
"Belize","Prematurity","2013","17","1","18"
"Belize","Prematurity","2012","18","1","18"
"Belize","Prematurity","2011","18","1","18"
"Belize","Prematurity","2010","18","1","19"
"Belize","Prematurity","2009","18","0","18"
"Belize","Prematurity","2008","19","0","19"
"Belize","Prematurity","2007","19","3","22"
"Belize","Prematurity","2006","20","0","20"
"Belize","Prematurity","2005","35","2","37"
"Belize","Prematurity","2004","23","2","24"
"Belize","Prematurity","2003","32","0","32"
"Belize","Prematurity","2002","25","2","27"
"Belize","Prematurity","2001","31","0","31"
"Belize","Prematurity","2000","38","5","43"
"Belize","Birth asphyxia and birth trauma","2013","13","0","13"
"Belize","Birth asphyxia and birth trauma","2012","13","0","13"
"Belize","Birth asphyxia and birth trauma","2011","13","0","13"
"Belize","Birth asphyxia and birth trauma","2010","13","0","13"
"Belize","Birth asphyxia and birth trauma","2009","13","0","13"
"Belize","Birth asphyxia and birth trauma","2008","14","0","14"
"Belize","Birth asphyxia and birth trauma","2007","14","0","14"
"Belize","Birth asphyxia and birth trauma","2006","14","0","14"
"Belize","Birth asphyxia and birth trauma","2005","15","0","15"
"Belize","Birth asphyxia and birth trauma","2004","19","0","19"
"Belize","Birth asphyxia and birth trauma","2003","8","0","8"
"Belize","Birth asphyxia and birth trauma","2002","22","0","22"
"Belize","Birth asphyxia and birth trauma","2001","16","2","18"
"Belize","Birth asphyxia and birth trauma","2000","15","1","17"
"Belize","Sepsis and other infectious conditions of the newborn","2013","7","0","7"
"Belize","Sepsis and other infectious conditions of the newborn","2012","7","0","7"
"Belize","Sepsis and other infectious conditions of the newborn","2011","7","0","7"
"Belize","Sepsis and other infectious conditions of the newborn","2010","8","0","8"
"Belize","Sepsis and other infectious conditions of the newborn","2009","8","0","8"
"Belize","Sepsis and other infectious conditions of the newborn","2008","8","0","8"
"Belize","Sepsis and other infectious conditions of the newborn","2007","8","0","8"
"Belize","Sepsis and other infectious conditions of the newborn","2006","6","0","6"
"Belize","Sepsis and other infectious conditions of the newborn","2005","4","0","4"
"Belize","Sepsis and other infectious conditions of the newborn","2004","6","0","6"
"Belize","Sepsis and other infectious conditions of the newborn","2003","10","0","10"
"Belize","Sepsis and other infectious conditions of the newborn","2002","10","0","10"
"Belize","Sepsis and other infectious conditions of the newborn","2001","9","0","9"
"Belize","Sepsis and other infectious conditions of the newborn","2000","5","0","5"
"Belize","Other communicable, perinatal and nutritional conditions","2013","8","14","23"
"Belize","Other communicable, perinatal and nutritional conditions","2012","8","15","23"
"Belize","Other communicable, perinatal and nutritional conditions","2011","8","14","23"
"Belize","Other communicable, perinatal and nutritional conditions","2010","9","14","22"
"Belize","Other communicable, perinatal and nutritional conditions","2009","9","11","20"
"Belize","Other communicable, perinatal and nutritional conditions","2008","9","21","30"
